Song,Actual,TF-IDF,TF-IDF Error,Custom,Custom Err, ,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
Say Something,2013,1999,14,1980,33, ,0,0,0,0,0,0,0,0,0,0,0,0,0,3.534412769,0,9.15764687,5.457611779,4.631842527,10.2421583,11.97756589,4.4850146,2.874505816,0,3.295974031,0,0,0,0,0,0,0,0,0,0,0,0
Say Something,2013,1999,14,1980,33, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.405613618,3.012822662,7.308709844,8.662104381,13.73717972,4.285282803,0,2.747057661,0,3.61824054,0,0,0,0,0,0,0,0,0,0,0
Say Something,2010,1998,12,2010,0, ,0,0,0,0,0,0,0,0,0,0,0,0,9.618552775,8.032754163,12.65353614,9.377791575,11.61411402,26.99481667,43.69712269,26.61161728,28.1533466,22.81265178,21.48346735,30.18291001,21.30585524,12.68545716,10.13911376,9.572295529,0,0,13.8234946,0,0,0,0,0
Say Yes,2003,1998,5,1980,23, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.342693241,2.006998157,9.784490983,27.11929582,7.117385166,0.594926668,0,0,3.768041329,0,0,0,0,0,0,0,0,0,0,0,0
Say You'll Be There,1997,1998,1,1992,5, ,0,0,0,0,0,0,0,0,0,0,0,4.127975546,5.768747041,0,9.037442885,2.59603418,5.304495641,12.6352406,21.39979825,10.60202251,1.89795092,4.968949373,5.062789267,4.511000381,0,3.094857172,0,0,0,0,0,0,0,0,0,0
Say...If You Feel Alright,1997,1998,1,1997,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.97397566,17.48218997,12.24127169,32.21163447,23.44307185,12.53871131,8.327020786,1.104822599,0,4.60404279,0,3.678246198,0,0,0,0,0,0,0,0,0
Scandalous,2004,1999,5,1993,11, ,0,0,0,0,0,0,0,0,4.951734186,0,0,0,0,10.73059602,0,8.885857694,17.47209126,15.92134676,23.76630915,29.00016851,17.56841408,10.61664815,4.366544511,4.047661889,0,0,0,0,0,0,0,0,0,0,0,0
Scar Tissue,1999,1999,0,1999,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,3.126951212,1.497519996,9.022684519,4.530355479,17.46404725,12.57699692,25.17848653,7.859899531,13.30706264,16.0860855,9.433698186,4.326665728,7.205770109,4.804444923,0,0,0,0,0,0,0,0,0
Scars,2005,1998,7,2005,0, ,0,0,0,0,6.21959564,0,0,0,0,0,5.078718661,5.528436532,0,2.790937861,16.92630686,12.42645999,8.807584584,14.56343647,25.02973868,9.927591735,5.786017657,13.77687394,10.79767589,9.748338734,9.925004396,24.54539236,0,0,0,5.278256373,0,6.21959564,0,0,0,0
Scream,2012,1999,13,1987,25, ,0,0,0,0,0,0,0,6.21959564,0,0,0,8.263869273,0,4.246111451,0,0,4.464506901,3.491740082,15.98666823,18.26542647,12.62505189,6.101551559,5.103542341,6.330402874,4.376530623,6.328401288,0,4.145239547,1.874821321,0,0,0,0,0,0,0
Scream & Shout,2013,2001,12,2013,0, ,0,0,0,0,0,0,0,0,0,0,6.21959564,0,0,4.971795461,5.815125062,6.548080926,17.35079559,14.17447479,27.8155198,39.934012,49.30976637,65.51063763,28.30579719,30.18467554,22.55511236,24.04806042,17.68293771,13.48141262,1.874821321,3.425889994,19.13983775,6.21959564,27.97906835,53.22148478,6.21959564,5.815125062
Scream & Shout,2012,1999,13,2012,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.826964809,6.690226107,6.407325205,12.94383632,17.10818211,9.458465548,12.73038301,5.106708749,3.691813908,4.523762911,6.67039588,2.335999773,0,0,0,0,0,6.9117473,0,0,0
Seasons Of Love,2005,2000,5,2002,3, ,0,0,6.21959564,0,0,0,0,0,0,0,2.913536713,0,4.676362657,3.672905553,0,7.816101235,6.165359581,8.469954276,9.828002179,12.40745949,16.86185488,4.145239547,9.152104982,5.078718661,0.448745963,13.8234946,3.571958116,0,0,0,0,0,0,0,0,0
Second Chance,2009,1997,12,2009,0, ,0,0,0,6.21959564,0,0,0,0,0,0,0,0,0,3.907150041,0,1.790692043,7.47964957,17.70268297,15.30047452,10.44291769,4.509662181,0.56555501,0,0,0,0,0,0,0,6.9117473,10.83472207,0,0,0,0,0
Second Round K.O.,1998,1998,0,1998,0, ,0,0,6.21959564,0,0,5.815125062,0,0,4.691489016,0,14.77735169,0,5.224472518,8.391861237,20.98846142,26.675159,32.27179293,52.56793962,244.3175496,79.81301238,111.5888548,64.17253321,65.42810103,42.39399339,12.20236558,30.03961766,28.3737687,13.26619823,0,0,10.07160201,0,0,0,0,6.21959564
Secret Garden,1997,1997,0,1997,0, ,0,0,0,0,0,0,0,0,0,0,3.370188195,0,0,2.569827737,0,4.476480058,7.99075208,27.03796092,19.94694156,7.455678787,17.08968884,4.036383129,2.459823336,1.632741964,0,0,0,0,0,0,0,0,0,0,0,0
Secrets,2010,1998,12,2010,0, ,0,0,0,0,0,0,0,0,0,4.576545194,4.971795461,0,0,0,0,10.48342982,4.06662339,20.55159755,24.15850347,22.55356842,7.119463018,10.01801801,11.8061029,4.687014224,0,10.39334918,0,4.511000381,1.874821321,0,6.9117473,0,0,0,0,0
See You Again,2013,1998,15,1980,33, ,0,0,0,0,0,0,0,0,0,0,0,0,3.8671651,0,3.413671556,1.141496515,11.84351737,15.92006274,16.57980994,4.55496802,3.131033453,3.938262279,0,0,0.448745963,0,0,0,0,0,0,0,0,0,0,0
See You Again,2008,1998,10,2008,0, ,0,0,0,0,0,0,0,0,0,0,0,0,4.821695393,4.618086411,0,2.754421027,11.33585471,12.23947556,23.14490897,14.81507127,14.20131399,6.344256576,3.935974716,0,0,5.306285536,0,0,13.8234946,0,0,0,4.498402211,0,0,0
See You Again,2015,1998,17,2001,14, ,0,0,0,0,0,0,0,0,0,0,0,4.127975546,5.493487066,4.189795024,7.426422175,2.872262075,7.9345355,18.39354583,24.5200285,21.44557182,10.2136098,12.02961669,2.816766086,7.961985033,5.426836831,0,1.11669002,3.920857109,0,0,0,0,0,0,0,0
See You In My Nightmares,2008,1998,10,2001,7, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.127975546,2.859204457,11.94515552,24.35834283,13.27869517,16.766738,9.744886755,3.347296524,2.513047609,2.543270051,0.965455779,14.9928602,0,20.04309024,0,0,0,0,0,0,0
Semi-Charmed Life,1997,1997,0,1997,0, ,0,5.768747041,0,0,0,0,0,0,0,5.078718661,0,0,12.38224555,11.91142134,11.20171928,5.310761618,18.22983426,43.26019071,34.87642978,36.09052667,27.81670435,33.39283434,25.24246938,3.983369754,17.78746577,4.136569082,6.21959564,0,0,0,0,0,0,0,0,0
Send It On,2009,1998,11,1980,29, ,0,0,0,0,0,0,0,0,0,0,0,5.306285536,3.816320344,2.577798067,5.489509238,3.515466504,8.065605982,16.46707597,20.57866132,11.70171839,4.971651801,1.066000204,0,2.199887695,0,0,0,0,0,0,0,0,0,0,0,0
Senorita,2003,1998,5,1980,23, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.042160842,9.460849937,21.31987526,19.9437695,35.23343728,25.02822327,15.24334601,7.317040635,4.345045092,2.376295609,8.275484689,1.447736399,0,4.804444923,0,0,0,0,0,0,0,0
Sensual Seduction,2008,2000,8,1986,22, ,0,0,0,0,0,0,5.528436532,0,0,5.528436532,0,0,0,0,0,2.077659115,4.738120887,17.15158578,16.15045495,27.2091521,32.43093403,17.04576829,19.57006097,18.794755,5.331371866,12.97819237,5.131745251,6.9117473,2.225704049,0,0,6.21959564,0,0,0,0
Separated,2000,1998,2,1980,20, ,0,0,0,0,0,0,0,0,0,0,0,0,4.932072972,1.174334063,0.87663356,2.794967422,7.28066449,19.67495341,20.62216041,15.9060772,1.878968626,10.98534982,3.516185818,2.915304823,0,2.223607936,0,0,0,0,5.528436532,0,0,0,0,0
September,2010,1997,13,1980,30, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.401610519,9.028402685,4.221617351,20.43254763,17.87132734,17.21671656,11.88304992,0,3.72771103,1.597356243,0,0,4.691489016,0,0,0,0,0,0,0,0,0
Set Fire To The Rain,2012,1998,14,1980,32, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.52258074,12.81052532,18.39673148,22.29206058,13.65304006,8.737761973,14.70175461,0,1.597356243,7.555925755,0,0,0,0,0,0,0,0,0,0,0
Settle Down,2012,1998,14,1995,17, ,0,0,0,0,0,0,0,0,0,0,0,0,0,5.519778183,4.94030187,7.818208121,2.713501932,10.51667933,26.41542082,9.605894038,21.75040569,5.144215987,3.941735474,3.516185818,4.576721509,0,3.476420803,0,0,0,0,0,6.9117473,0,0,0
Settle For A Slowdown,2006,1999,7,2006,0, ,0,0,0,0,0,0,5.124955551,0,0,0,0,0,0,0,1.220747587,2.752630694,2.432118182,16.03469311,19.72004284,25.91893062,18.064624,11.24973825,0,1.951178155,3.768041329,12.42484701,11.08347369,0,0,0,0,0,0,0,0,0
Seventeen Forever,2009,1998,11,1980,29, ,0,0,0,0,0,0,0,0,0,0,0,0,0,2.790937861,3.442433084,0.826964809,4.246013493,6.142427018,18.02366875,6.461917826,2.715255064,1.652373057,0,0,2.954343409,0,0,0,0,0,0,0,0,0,0,0
Sex And Candy,1998,1999,1,1998,0, ,0,0,0,0,0,0,0,0,0,0,6.21959564,0,0,2.817929639,0,1.877889122,12.73359699,4.955019657,15.42080418,21.08353702,10.62520057,1.544899391,7.925422012,7.0204523,0,0,4.912796278,0,0,0,0,0,0,0,0,0
Sexual (Li Da Di),2000,1997,3,1997,3, ,0,0,0,0,0,0,0,0,0,4.839253677,0,4.127975546,5.306285536,0,0,4.03816606,7.061581634,23.26352469,7.480004372,10.39061946,15.37687272,3.621088673,5.341079964,9.012948651,0.448745963,3.313980152,0,0,0,0,0,0,0,0,0,0
Sexy And I Know It,2012,2011,1,2011,1, ,0,0,0,0,0,0,0,0,0,0,5.815125062,0,0,5.528436532,2.251291799,1.252610386,0,4.2507514,12.00762791,12.90962758,16.2431725,19.06570009,3.548627712,14.37732494,9.477598812,0,0,0,0,0,0,24.46913376,0,0,0,0
Sexy Can I,2008,2001,7,2008,0, ,0,0,0,0,0,0,0,0,0,0,5.815125062,0,0,0,6.21959564,0,3.616970328,9.177164459,23.10502054,27.54597526,14.10440467,29.08487027,24.24616407,19.75882403,9.844025896,11.18977376,4.414488197,17.47756916,26.96841899,4.971795461,3.920857109,4.511000381,5.250999092,0,0,0
Sexy Chick,2010,1998,12,1980,30, ,0,0,0,0,0,0,0,0,0,0,0,0,3.160210697,4.498402211,1.595122163,0.702535565,1.449870959,9.155583119,14.97164966,5.754374708,8.02194924,2.700865846,10.90633234,1.118662357,2.133620383,5.268622915,0,0,1.839101234,0,0,0,0,0,0,0
Sexy Lady,2007,2007,0,2007,0, ,0,0,0,0,0,0,0,0,0,0,0,0,5.528436532,6.150744905,0,4.691489016,7.301040297,9.376460817,35.65317319,35.85931945,23.61951651,14.21468242,28.59372934,13.03030367,21.33861514,13.69387298,19.94264766,44.40539315,11.51143346,5.306285536,5.306285536,0,5.815125062,0,0,6.21959564
Sexy Love,2006,1998,8,2010,4, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.169494577,3.514348767,12.05761411,19.89482475,9.129458379,5.855956347,1.066000204,5.566451785,7.66416021,0,0,4.06986709,10.55728463,0,0,5.815125062,0,0,0,0,0
SexyBack,2006,1998,8,1980,26, ,0,0,0,0,0,0,0,0,0,0,5.493487066,4.691489016,0,0,0,1.796642466,8.609682051,10.87751896,23.75657791,6.597794554,7.813817533,6.779154813,5.541469853,10.85216356,7.81197533,0,5.493487066,0,5.493487066,0,0,0,0,0,0,0
Sgt. Pepper's Lonely Hearts Club Band,2005,2005,0,1980,25, ,0,0,0,0,0,0,0,0,0,0,0,0,0,8.991793463,12.04010594,5.994659102,13.93751429,20.75265401,15.33483254,15.96359399,10.83070017,1.065289641,2.181802041,4.226974106,0,21.94177979,0,0,0,0,0,0,0,0,0,0
Shackles (Praise You),2000,1997,3,2005,5, ,0,0,0,0,0,0,0,0,0,4.127975546,5.493487066,0,0,0,0,0.893537426,6.480411558,19.81872784,16.4904217,14.98684369,13.10311246,6.075895721,3.884952852,2.199887695,0,5.815125062,1.11669002,0,0,0,0,0,0,0,0,0
Shadow Days,2012,1998,14,1980,32, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.28715992,9.379158852,12.352868,16.61057459,10.09592446,5.156385044,8.038281636,5.799307333,0,0.448745963,3.129925441,0,0,0,0,0,0,0,0,0,0
Shadow Of The Day,2008,1999,9,1980,28, ,0,0,0,0,0,0,5.278256373,0,4.706852069,0,0,0,0,3.144943105,0,0,4.695444783,8.523968986,4.483873446,10.3491002,4.136569082,9.959266386,0,0,2.991951551,0,3.516185818,0,0,0,5.815125062,0,0,0,0,0
Shake,2005,2005,0,2005,0, ,0,0,0,0,0,0,0,0,0,0,6.21959564,5.224472518,0,0,0,11.34515508,9.245803374,16.13570716,24.79973916,38.27166716,40.23892405,37.28141856,20.14374117,13.33325391,39.46876536,51.12783301,7.654158386,6.939551215,10.09604538,4.077957583,0,0,0,0,0,0
Shake It,2008,1998,10,2008,0, ,0,0,0,0,0,0,0,0,0,0,0,0,4.03816606,0,4.511000381,5.781631822,4.0897465,6.516245889,17.64204463,12.29606738,11.46933245,6.066831917,6.1442221,1.274388516,0,0,0,0,6.9117473,0,0,0,0,0,0,0
Shake It Off,2005,1998,7,2005,0, ,0,0,0,0,0,0,0,0,0,0,0,4.951734186,0,0,5.333248578,7.933289628,2.626990225,11.96090722,29.13680714,21.08601758,21.62447708,18.53353264,10.0899534,14.91028389,3.992485206,15.271231,0,4.691489016,4.007473036,0,0,0,0,0,5.768747041,0
Shake It Off,2014,2000,14,2014,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,3.498304756,0,0.702535565,5.775820404,8.561999353,20.95313285,15.18926226,21.36187637,4.964089679,8.317125627,3.197314676,0.448745963,5.815125062,2.390290673,0,6.21959564,0,3.358672137,0,0,0,13.8234946,0
Shake That,2006,2006,0,2006,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.657248729,0,11.11409247,26.8996828,53.53242266,57.4674763,43.58222209,37.4306982,32.10578507,24.24594361,26.3368164,29.55481136,77.19673932,3.227254419,5.528436532,8.652315047,10.4451097,11.34455119,5.528436532,5.815125062,0,0
Shake Ya Ass,2000,2000,0,2000,0, ,0,0,0,0,0,0,0,0,0,0,5.306285536,0,5.124955551,6.21959564,2.39157471,18.17808411,13.15407687,21.65721481,46.83482759,34.47334262,133.2316379,21.75144157,48.22084154,15.37557758,25.07307305,10.41413435,14.87372344,13.98887337,1.874821321,0,0,0,0,6.21959564,0,0
Shake Ya Tailfeather,2003,1999,4,2003,0, ,0,0,0,0,0,0,0,0,0,0,0,0,9.315864349,3.739414904,5.528436532,19.1734603,15.51351792,27.25283335,54.21446605,76.30521293,56.04047747,46.60588361,49.52912898,68.91434577,27.13153743,20.80343426,4.285555066,14.43892904,4.787491743,5.306285536,4.347890798,10.55728463,5.815125062,0,0,0
Shake Your Bon-Bon,2000,1999,1,1999,1, ,0,0,0,5.768747041,0,6.150744905,0,0,0,0,0,2.113317186,3.941791327,1.499056835,0,0,8.444553124,5.705604147,7.175169487,35.45933636,8.656690622,2.126952104,0,0,5.942233029,0,0,0,0,0,0,0,0,0,6.21959564,0
Shape Of My Heart,2000,1997,3,2000,0, ,0,0,0,0,0,0,0,0,0,0,0,0,3.480757048,0,3.932210358,2.888377976,5.765296815,19.26772441,15.11378747,14.35878538,18.17582989,0.554461176,1.554891853,0,0,0,0,0,0,0,0,0,0,0,0,0
Shattered (Turn The Car Around),2008,1997,11,2008,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,4.208206573,1.407604148,9.646263895,5.163419668,17.63272275,16.72018187,12.80998998,5.198059887,10.80358474,0,1.118662357,0,0,0,0,12.40523437,0,0,0,0,0,0,0
Shawty,2007,1998,9,2007,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.821695393,0,9.257064399,22.10588164,40.38890151,31.51461376,26.5104874,18.93687644,9.045852586,21.64721442,15.80461763,12.45029715,1.156592261,15.96746628,12.83285924,3.516185818,0,0,0,0,6.150744905,0
Shawty Get Loose,2008,2008,0,2008,0, ,0,0,0,0,5.768747041,0,0,0,0,5.078718661,0,0,0,0,5.815125062,13.75440688,2.782855338,28.99035331,33.78507546,41.4637324,36.93012817,30.11085933,30.05026066,32.00824002,20.90895049,18.31861745,10.69252827,3.963191292,129.4524243,0,4.804444923,0,6.21959564,0,0,0
Shawty Is A 10,2007,2007,0,2007,0, ,0,0,0,0,0,0,5.528436532,0,6.21959564,0,0,0,0,0,2.699715166,2.435095935,4.157779101,6.015060012,34.82601623,17.39332998,25.14336475,7.077927664,8.687736946,14.59270045,19.8677918,3.250730525,4.893889456,73.73555941,7.197499509,0,0,0,0,0,0,0
She Ain't You,2011,1998,13,1980,31, ,0,0,0,0,0,0,0,0,0,0,0,2.235204646,4.03816606,0,0,1.388970879,5.495983034,6.880814159,15.27527106,11.44763948,14.8538613,1.749314598,1.737618122,2.942148027,5.253190886,3.077815104,0,0,0,0,0,0,0,0,0,0
She Bangs,2000,1998,2,2009,9, ,0,0,0,0,0,0,0,0,0,0,0,0,0,8.186041231,2.407139528,3.227254419,11.86053769,21.18831337,36.60204135,29.77116409,8.88757513,3.610598713,12.19980897,10.98384497,5.863048684,0,4.285555066,5.528436532,0,6.21959564,0,0,0,0,0,0
She Couldn't Change Me,2001,1998,3,2001,0, ,0,0,0,0,0,0,0,0,0,0,0,0,4.061843767,0,3.333673238,12.77737322,7.842500925,20.11243481,29.71278303,25.2783951,28.94718977,18.04284789,16.56105205,3.264417845,7.216796454,0,0,0,6.150744905,0,0,0,0,0,0,0
She Got It,2008,2000,8,2008,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.371900862,7.225165928,21.63895663,24.24513486,65.89311915,30.55683266,14.36038282,16.30175114,12.07453031,27.12452576,10.95548744,6.162163765,16.04919865,10.7997726,9.406231918,0,5.815125062,0,0,0
She Hates Me,2002,1998,4,1980,22, ,0,0,0,0,0,0,0,0,0,0,0,0,0,3.913979133,1.220747587,3.421549009,12.635166,3.932905397,21.3522866,12.74848047,15.60277313,5.034429331,2.856711879,7.470257955,0,10.12452765,0,0,0,0,0,0,6.150744905,0,0,0
She Knows,2015,2000,15,2015,0, ,0,6.21959564,0,0,0,0,0,0,0,0,0,0,0,0,0,3.589600134,4.250636816,18.41507568,30.51471043,34.45793143,43.46050058,18.29897587,17.99007713,23.1767653,6.383048109,4.180718631,12.76592609,7.863697703,2.225704049,10.65437874,4.217544996,4.511000381,0,0,0,13.8234946
She Looks So Perfect,2014,1999,15,2013,1, ,0,0,0,0,0,0,0,0,0,0,0,3.694450499,0,0,0,0,4.328797316,18.24885491,20.97627348,21.49898004,7.24013148,14.99360794,6.695425933,13.55458176,8.414345523,0,0,4.511000381,0,0,5.815125062,0,0,4.676362657,0,0
She Never Cried In Front Of Me,2008,1998,10,2008,0, ,0,0,0,0,0,0,0,0,0,0,0,0,3.46780787,0,9.281125185,1.131469655,10.06031366,10.87389964,20.04772453,19.07200837,17.70881174,12.33811984,1.299248457,0,0,3.847780737,4.347890798,0,6.9117473,0,0,0,0,0,0,0
She Thinks She Needs Me,2004,1998,6,2004,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,2.70526302,1.595122163,9.879427107,6.461566683,6.890736705,19.60588154,7.766568376,6.162661149,3.10930592,0,0,5.101566627,0,0,0,0,0,0,0,0,0,0,0
She Will,2011,1998,13,2011,0, ,0,0,0,0,5.815125062,0,0,0,0,5.815125062,0,10.58454191,0,4.563080496,0,7.458522228,14.49360699,19.71389485,52.16894143,29.4339112,35.417946,21.55297922,15.3566455,14.16673124,9.09954439,11.16531199,10.70998242,8.389782911,24.02016678,4.077957583,0,27.6469892,5.493487066,0,0,0
She Will Be Loved,2004,1997,7,1980,24, ,0,0,0,0,4.305893376,0,0,0,0,0,4.326665728,0,0,0,0.87663356,8.005572901,12.4776079,27.0787747,24.82601845,7.810424019,10.62952947,14.3144635,5.031312656,6.857182383,0.448745963,0,0,0,0,0,0,0,0,0,0,0
She Wolf,2009,2009,0,2009,0, ,0,0,0,6.21959564,0,0,0,0,0,0,0,4.576545194,0,15.58596559,5.810807889,7.849070228,6.923520986,10.06148415,37.7885145,27.76014709,15.41470464,11.49115398,1.780104737,20.91807988,5.101566627,0,0,6.21959564,0,53.68851664,0,0,0,0,6.21959564,0
She Wouldn't Be Gone,2009,1998,11,2009,0, ,0,0,0,0,0,0,0,0,5.815125062,0,0,0,9.527610147,3.06108568,3.837866194,2.198003462,1.970915584,27.8163102,42.20673531,20.34909002,34.07193367,8.065608856,1.447382053,13.53414068,6.728235189,3.576757961,0,0,0,6.9117473,5.768747041,0,0,0,0,0
She'll Leave You With A Smile,2002,1998,4,1980,22, ,0,0,0,0,0,0,0,0,0,0,0,0,0,2.991951551,0,0,8.349893099,6.972365387,16.93322536,14.63069541,8.120499948,1.105784892,0,0,0,0,0,0,0,0,0,0,0,0,0,0
She's All I Ever Had,1999,1998,1,1980,19, ,0,0,0,0,0,0,0,0,0,0,0,0,3.072204437,1.499056835,5.884979828,0,3.85919957,16.0500294,19.67902824,3.404484798,2.574392174,1.908875495,0,0,0,0,0,0,0,0,0,0,0,0,0,0
She's All I Got,2001,1999,2,2001,0, ,0,0,0,0,0,6.21959564,0,0,0,0,0,0,0,0,0,16.64619859,4.602522775,7.730814944,18.98039977,20.49554765,8.65995626,19.18515124,1.104822599,1.274388516,0,0,0,0,5.815125062,0,0,0,0,0,0,0
She's Country,2009,1998,11,2009,0, ,0,0,0,0,0,0,0,4.804444923,4.347890798,0,0,0,0,6.992543901,0,8.73820087,8.80845856,8.375551864,34.45670556,28.49677289,31.23052601,18.55451783,19.82033459,16.3798159,12.95186172,3.791876067,4.787491743,13.37126919,0,27.6469892,0,0,0,0,4.912796278,0
She's Everything,2006,1999,7,2006,0, ,0,0,0,0,0,0,0,0,0,0,5.815125062,0,0,10.57581128,5.306285536,26.27292029,11.15922506,20.9277866,22.42615464,28.9113237,15.30955042,23.75457461,12.83143633,13.57421823,4.562068614,3.816320344,13.8234946,0,0,0,6.21959564,0,0,0,0,0
She's Kinda Hot,2015,1997,18,1997,18, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.407944321,13.0745912,24.88632999,23.40550305,16.68538746,11.63815223,13.34627594,12.01586116,0,5.44653216,3.036554268,0,0,0,0,0,0,0,0,0,6.9117473
She's Like The Wind,2007,1997,10,1980,27, ,0,0,0,0,0,0,0,0,0,0,3.785861409,0,0,0,2.81586975,4.201926916,9.957183869,11.49200215,8.424728537,8.433064034,8.450612605,1.745357025,0,0,0,0,0,0,4.03040079,0,0,0,0,0,0,0
She's More,2000,1998,2,2000,0, ,0,0,0,0,0,0,0,0,0,0,2.913536713,0,0,5.360225056,0,4.771942562,14.74215725,14.66152712,16.22009145,14.67407317,9.70048265,2.022283128,0,2.444625905,0,0,8.084922322,0,0,0,0,0,0,0,0,0
She's My Kind Of Rain,2003,1998,5,2003,0, ,0,0,0,0,0,0,0,0,10.63000316,0,0,0,3.733369133,17.21190764,0,0.826964809,5.461774215,9.32845859,18.86356853,13.27133516,8.871880491,0,0,6.9117473,0,0,9.139625691,0,3.963191292,0,0,0,0,0,0,0
She's So High,1999,1999,0,1999,0, ,0,6.21959564,0,0,0,0,0,5.278256373,0,0,0,0,0,13.06926664,4.706852069,7.833719009,6.136293336,14.97799381,11.17463675,15.31826123,8.356399796,5.40594272,2.345340701,0,0,4.590197542,0,0,0,5.768747041,0,0,0,5.493487066,0,0
She's So Mean,2012,2012,0,2012,0, ,0,0,6.21959564,0,0,0,0,0,0,0,4.590197542,0,0,0,1.657248729,5.278205358,12.42702947,11.17783426,21.72049034,17.29016269,9.874390489,15.32721817,10.38740224,3.788162785,2.992016014,6.437626927,0,0,0,0,0,0,27.6469892,0,0,0
Shiftwork,2008,2000,8,2003,5, ,0,0,0,0,0,0,0,0,0,0,4.770825857,0,0,0,0,3.964659969,0.805295517,20.5988074,16.16151607,17.08263583,34.7356956,18.58849285,10.74953684,11.64330929,2.523503949,0,0,0,20.7352419,0,0,0,0,0,0,0
Shimmer,1998,1998,0,1998,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,2.256726073,9.485847949,7.39132535,16.43814364,9.714712249,50.37943326,9.581202321,5.129224406,11.85174792,5.38335273,3.768041329,5.507973595,0,0,0,0,0,0,0,0,0,0,0
Shortie Like Mine,2006,1998,8,2006,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,6.878780923,3.941791327,2.642635625,8.69200652,18.98174979,58.65926141,27.82548813,30.60562534,29.78857405,7.294644033,35.83923214,4.011630793,18.31875901,8.305241735,5.124955551,1.839101234,0,0,0,0,0,0,6.21959564
Shorty (You Keep Playin With My Mind),1998,1998,0,1998,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,16.1956324,4.697918935,9.817238634,11.55555259,11.43309267,53.07123663,33.87844755,28.70468102,21.54304827,14.96997518,7.198798228,0,6.313611683,8.506129615,0,4.60404279,0,5.528436532,5.124955551,0,0,0,0
Shorty (You Keep Playin' With My Mind),1998,1998,0,1998,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,16.1956324,4.697918935,9.817238634,11.55555259,11.43309267,53.07123663,33.87844755,28.70468102,21.54304827,14.96997518,7.198798228,0,6.313611683,8.506129615,0,4.60404279,0,5.528436532,5.124955551,0,0,0,0
Shorty Wanna Ride,2004,2000,4,2004,0, ,0,0,0,0,6.21959564,0,0,0,0,0,0,0,0,0,0,0,4.403335041,16.08435873,33.73967935,29.4150574,49.43212897,29.51592193,38.64690897,12.85151838,40.98201333,16.81100727,14.95535886,6.636765898,0,0,0,0,0,0,0,0
Shotgun Rider,2015,1999,16,2014,1, ,0,0,0,0,0,0,0,0,0,0,0,4.255823347,0,0,0,1.980510491,17.12702343,17.4608388,9.62334919,21.81507533,16.73845065,19.2049602,11.23574267,3.401610519,6.987377509,7.515897697,0,0,0,0,0,0,0,0,13.8234946,0
Should've Said No,2008,1998,10,2008,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,2.021473428,4.95020742,0,9.433216754,10.6246568,30.21221434,13.67487047,6.905457561,2.676073578,0.858159612,3.080633437,0,3.310350909,3.115149964,0,6.9117473,0,0,0,0,0,0,0
Shoulda Let You Go,2007,1998,9,2007,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.220747587,2.091506444,17.04065747,20.47711672,26.17943868,16.13858372,14.63658669,10.76761887,2.372519349,3.227437473,0.448745963,6.871819197,0,6.9117473,1.839101234,0,0,0,0,0,0,0
Shoulder Lean,2006,2002,4,2006,0, ,0,0,0,0,0,0,0,0,4.136569082,10.46023606,5.493487066,8.730001781,3.207596233,10.12674568,10.379823,8.983665129,5.346237904,23.13836141,24.82139166,35.99196065,32.50433762,50.60854149,69.88553357,36.14557409,33.43691822,17.28451549,65.69719033,20.05948553,2.225704049,12.38408923,0,11.1214106,0,0,0,0
Shout To The Lord,2008,1998,10,2015,7, ,0,0,0,5.528436532,0,0,0,0,0,0,0,0,0,0,10.1366804,10.30636221,13.88762115,6.946386652,17.51590919,12.94333558,9.802919238,0,7.303430517,3.581582294,0,0,0,0,0,0,0,0,0,0,0,6.21959564
