@relation allSongsAllFieldsRankClassWithDatePOS

@attribute IS_EXPLICIT {TRUE, FALSE}
@attribute WEEK date "yyyy-MM-dd"
@attribute NUM_WORDS real
@attribute NUM_UNIQUE_WORDS real
@attribute MAX_WORD_LENGTH real
@attribute AVG_WORD_LENGTH real
@attribute VERBS_FRQ real
@attribute CONJUNCTIONS_FRQ real
@attribute ADJECTIVES_FRQ real
@attribute PRONOUNS_FRQ real
@attribute NUMBERS_FRQ real
@attribute NOUNS_FRQ real
@attribute TOS_FRQ real
@attribute PREPOSITIONS_FRQ real
@attribute ADVERBS_FRQ real
@attribute INTERJECTIONS_FRQ real
@attribute OTHERS_FRQ real
@attribute FOREIGNS_FRQ real
@attribute INTERROGATIVES_FRQ real
@attribute SONG_RANK_CLASS {1-10, 11-20, 21-30, 31-40, 41-50}

@data
FALSE,"2014-03-01",151,54,10,4,17.880795 real, 0.0 real, 3.3112583 real, 6.6225166 real, 0.0 real, 31.125828 real, 0.0 real, 17.880795 real, 11.258278 real, 0.0 real, 11.258278 real, 0.0 real, 0.66225165 real, 31-40
FALSE,"1985-02-16",325,104,9,4,16.0 real, 3.6923077 real, 5.8461537 real, 6.1538463 real, 0.0 real, 30.153847 real, 4.6153846 real, 6.4615383 real, 13.538462 real, 1.2307693 real, 11.692307 real, 0.0 real, 0.9230769 real, 1-10
FALSE,"1985-12-07",264,84,10,4,24.621212 real, 1.5151515 real, 0.75757575 real, 19.318182 real, 2.2727273 real, 9.469697 real, 1.5151515 real, 5.681818 real, 25.0 real, 1.1363636 real, 7.5757575 real, 0.0 real, 1.1363636 real, 1-10
FALSE,"1993-01-23",208,104,13,3,23.076923 real, 2.4038463 real, 5.2884617 real, 13.942307 real, 0.0 real, 12.019231 real, 4.8076925 real, 10.576923 real, 9.615385 real, 2.4038463 real, 12.980769 real, 0.0 real, 2.8846154 real, 21-30
TRUE,"2007-05-12",353,117,10,3,23.796034 real, 3.1161473 real, 1.9830028 real, 25.779037 real, 0.0 real, 9.065156 real, 4.532578 real, 5.3824363 real, 13.88102 real, 0.28328612 real, 9.065156 real, 0.0 real, 3.1161473 real, 1-10
FALSE,"1995-12-02",111,48,10,4,18.018019 real, 3.6036036 real, 5.4054055 real, 10.810811 real, 0.0 real, 29.72973 real, 2.7027028 real, 13.513514 real, 6.3063064 real, 0.0 real, 9.90991 real, 0.0 real, 0.0 real, 41-50
FALSE,"1986-05-17",290,92,12,3,17.241379 real, 1.7241379 real, 14.137931 real, 12.068966 real, 0.3448276 real, 17.241379 real, 4.827586 real, 7.586207 real, 11.379311 real, 0.0 real, 11.724138 real, 0.0 real, 1.7241379 real, 11-20
FALSE,"1980-11-29",198,98,9,3,20.707071 real, 4.5454545 real, 5.050505 real, 16.666666 real, 1.010101 real, 12.626263 real, 1.5151515 real, 11.616161 real, 15.151515 real, 0.0 real, 10.606061 real, 0.0 real, 0.5050505 real, 11-20
FALSE,"1982-09-18",254,60,9,3,27.952755 real, 2.3622048 real, 5.5118113 real, 20.47244 real, 0.0 real, 14.566929 real, 1.968504 real, 14.173228 real, 6.2992125 real, 0.0 real, 4.3307085 real, 0.0 real, 2.3622048 real, 21-30
FALSE,"1985-06-15",130,63,10,4,20.0 real, 2.3076923 real, 0.7692308 real, 6.923077 real, 0.0 real, 22.307692 real, 2.3076923 real, 11.538462 real, 6.923077 real, 0.0 real, 24.615385 real, 0.0 real, 2.3076923 real, 11-20
FALSE,"1998-08-22",819,152,14,3,23.443224 real, 0.85470086 real, 6.5934067 real, 15.384615 real, 0.0 real, 15.873015 real, 4.884005 real, 7.9365077 real, 14.407814 real, 0.24420024 real, 9.27961 real, 0.0 real, 1.0989012 real, 1-10
FALSE,"1983-04-30",294,106,11,3,21.428572 real, 4.4217687 real, 2.7210884 real, 13.605442 real, 0.0 real, 18.02721 real, 2.3809524 real, 8.163265 real, 10.884354 real, 0.0 real, 16.666666 real, 0.0 real, 1.7006803 real, 41-50
FALSE,"1988-03-12",372,78,12,4,33.333332 real, 5.107527 real, 2.9569893 real, 16.129032 real, 0.0 real, 10.4838705 real, 1.0752689 real, 4.032258 real, 16.129032 real, 1.6129032 real, 7.5268817 real, 0.0 real, 1.6129032 real, 1-10
FALSE,"1991-07-06",170,84,8,3,21.764706 real, 2.3529413 real, 2.9411764 real, 18.82353 real, 0.0 real, 16.470589 real, 2.9411764 real, 11.176471 real, 14.117647 real, 0.0 real, 8.235294 real, 0.0 real, 1.1764706 real, 11-20
FALSE,"1999-09-04",322,104,10,3,21.118011 real, 1.242236 real, 5.279503 real, 24.84472 real, 1.552795 real, 9.937888 real, 4.347826 real, 8.695652 real, 8.385093 real, 5.279503 real, 7.763975 real, 0.0 real, 1.552795 real, 11-20
FALSE,"1983-07-09",382,115,8,3,25.916231 real, 3.4031413 real, 2.8795812 real, 18.062828 real, 0.0 real, 15.968586 real, 2.356021 real, 10.209424 real, 12.041884 real, 0.0 real, 8.638743 real, 0.0 real, 0.5235602 real, 1-10
FALSE,"2001-05-12",352,103,11,3,20.738636 real, 3.6931818 real, 1.7045455 real, 15.625 real, 0.2840909 real, 17.613636 real, 2.840909 real, 10.227273 real, 9.943182 real, 0.85227275 real, 14.772727 real, 0.0 real, 1.7045455 real, 1-10
TRUE,"1994-01-29",530,117,10,3,21.509434 real, 4.1509433 real, 1.1320754 real, 20.754717 real, 0.18867925 real, 13.584906 real, 3.962264 real, 11.509434 real, 12.830189 real, 0.0 real, 9.81132 real, 0.0 real, 0.5660377 real, 11-20
FALSE,"1988-04-02",511,110,15,4,21.722113 real, 4.5009785 real, 2.1526418 real, 12.524462 real, 0.0 real, 23.483366 real, 0.9784736 real, 10.176126 real, 13.111546 real, 0.19569471 real, 10.176126 real, 0.0 real, 0.9784736 real, 21-30
FALSE,"1980-11-15",209,68,10,4,14.832536 real, 1.9138756 real, 2.8708134 real, 18.181818 real, 0.4784689 real, 18.181818 real, 0.0 real, 15.311005 real, 16.267942 real, 0.0 real, 9.090909 real, 0.0 real, 2.8708134 real, 1-10
TRUE,"1996-11-30",654,209,10,3,23.700306 real, 2.4464831 real, 5.0458717 real, 20.948011 real, 0.764526 real, 12.232416 real, 2.4464831 real, 5.0458717 real, 19.877676 real, 0.0 real, 6.269113 real, 0.0 real, 1.2232416 real, 31-40
FALSE,"2003-08-16",266,83,9,3,22.18045 real, 2.255639 real, 2.631579 real, 18.045113 real, 0.7518797 real, 11.278195 real, 4.887218 real, 9.022556 real, 9.398497 real, 7.894737 real, 10.150376 real, 0.0 real, 1.5037594 real, 1-10
FALSE,"1987-09-26",192,87,11,3,25.520834 real, 1.0416666 real, 4.1666665 real, 22.916666 real, 0.0 real, 16.666666 real, 0.5208333 real, 9.375 real, 5.7291665 real, 1.0416666 real, 9.895833 real, 0.0 real, 3.125 real, 21-30
FALSE,"2010-03-20",432,134,11,3,21.75926 real, 2.7777777 real, 4.6296296 real, 14.814815 real, 0.23148148 real, 16.666666 real, 2.5462964 real, 8.333333 real, 9.259259 real, 4.1666665 real, 12.731482 real, 0.0 real, 2.0833333 real, 21-30
FALSE,"2000-04-01",341,94,9,3,19.35484 real, 3.8123167 real, 6.451613 real, 13.489736 real, 0.0 real, 20.234604 real, 2.346041 real, 10.85044 real, 9.67742 real, 0.0 real, 13.489736 real, 0.0 real, 0.29325512 real, 11-20
FALSE,"1994-10-15",274,85,8,3,18.613138 real, 1.8248175 real, 1.459854 real, 18.248175 real, 0.0 real, 12.773723 real, 2.189781 real, 11.678832 real, 16.423357 real, 0.729927 real, 14.59854 real, 0.0 real, 1.459854 real, 1-10
FALSE,"1997-08-23",585,130,10,3,23.076923 real, 3.2478633 real, 2.905983 real, 32.99145 real, 0.17094018 real, 10.256411 real, 1.7094017 real, 10.769231 real, 5.299145 real, 0.0 real, 6.324786 real, 0.0 real, 3.2478633 real, 1-10
FALSE,"2011-03-05",510,155,10,3,20.784313 real, 3.137255 real, 3.137255 real, 17.843138 real, 0.19607843 real, 10.588235 real, 1.7647059 real, 9.411765 real, 19.80392 real, 0.0 real, 11.960784 real, 0.0 real, 1.372549 real, 1-10
TRUE,"2009-09-26",157,67,10,3,22.929935 real, 4.4585986 real, 1.2738854 real, 15.286624 real, 0.0 real, 18.471338 real, 0.0 real, 10.191083 real, 18.471338 real, 0.0 real, 7.0063696 real, 0.0 real, 1.910828 real, 31-40
TRUE,"2003-06-21",936,324,13,4,21.367521 real, 3.525641 real, 4.059829 real, 15.17094 real, 0.96153843 real, 22.75641 real, 1.4957265 real, 13.034188 real, 5.982906 real, 0.10683761 real, 9.935898 real, 0.10683761 real, 1.4957265 real, 21-30
FALSE,"1993-12-25",409,126,8,3,25.91687 real, 5.1344743 real, 2.200489 real, 22.738386 real, 0.0 real, 10.268949 real, 0.9779951 real, 10.268949 real, 10.513448 real, 0.7334963 real, 10.268949 real, 0.0 real, 0.9779951 real, 21-30
FALSE,"1985-08-17",247,71,12,4,20.242914 real, 7.6923075 real, 8.097166 real, 12.955465 real, 0.0 real, 12.550608 real, 5.263158 real, 6.4777327 real, 10.121457 real, 0.0 real, 14.17004 real, 0.0 real, 2.4291499 real, 1-10
FALSE,"1988-11-05",154,57,9,4,27.922077 real, 3.8961039 real, 1.9480519 real, 23.376623 real, 3.2467532 real, 11.038961 real, 0.64935064 real, 8.441559 real, 11.688312 real, 0.0 real, 6.4935064 real, 0.0 real, 1.2987013 real, 1-10
FALSE,"1988-02-20",194,54,9,3,20.618557 real, 1.5463917 real, 8.247422 real, 25.773195 real, 0.0 real, 11.85567 real, 0.0 real, 10.3092785 real, 10.824742 real, 0.0 real, 9.793815 real, 0.0 real, 1.0309278 real, 41-50
FALSE,"1981-11-28",342,129,9,3,18.421053 real, 2.631579 real, 2.631579 real, 15.497076 real, 1.754386 real, 17.836258 real, 2.9239767 real, 7.6023393 real, 21.929825 real, 0.0 real, 7.3099413 real, 0.0 real, 1.4619883 real, 31-40
FALSE,"2007-07-14",350,141,11,3,19.142857 real, 7.428571 real, 4.571429 real, 16.857143 real, 2.0 real, 16.571428 real, 2.2857144 real, 8.0 real, 8.857142 real, 0.85714287 real, 10.285714 real, 0.0 real, 3.142857 real, 21-30
FALSE,"1995-01-07",319,107,16,4,15.673982 real, 1.5673981 real, 3.4482758 real, 12.852665 real, 0.31347963 real, 42.319748 real, 1.2539185 real, 5.956113 real, 4.388715 real, 0.31347963 real, 9.717869 real, 0.0 real, 2.1943574 real, 21-30
FALSE,"1985-05-11",391,99,10,3,17.647058 real, 1.2787724 real, 12.787724 real, 13.2992325 real, 0.0 real, 27.365728 real, 3.0690536 real, 10.485933 real, 4.0920715 real, 0.25575447 real, 8.184143 real, 0.0 real, 1.5345268 real, 11-20
FALSE,"2009-06-06",249,90,10,4,23.694778 real, 2.811245 real, 5.62249 real, 12.4498 real, 0.0 real, 19.678715 real, 5.2208834 real, 10.04016 real, 4.8192773 real, 0.0 real, 13.253012 real, 0.0 real, 2.4096386 real, 1-10
TRUE,"2014-10-04",326,149,12,3,20.2454 real, 2.4539878 real, 4.601227 real, 16.564417 real, 0.9202454 real, 21.165644 real, 3.0674846 real, 9.815951 real, 9.509202 real, 0.9202454 real, 7.97546 real, 0.0 real, 2.7607362 real, 21-30
FALSE,"1984-03-17",136,95,9,4,14.705882 real, 2.2058823 real, 3.6764705 real, 17.647058 real, 0.0 real, 25.735294 real, 0.0 real, 13.970589 real, 5.147059 real, 0.0 real, 16.17647 real, 0.0 real, 0.7352941 real, 1-10
FALSE,"1980-06-07",226,61,9,3,29.203539 real, 0.44247788 real, 4.8672566 real, 21.681416 real, 0.0 real, 15.044248 real, 0.44247788 real, 8.40708 real, 7.522124 real, 0.0 real, 11.061947 real, 0.0 real, 1.3274336 real, 31-40
FALSE,"1988-07-23",249,100,10,4,14.457831 real, 1.6064258 real, 10.04016 real, 9.638555 real, 0.0 real, 24.096386 real, 1.2048193 real, 9.638555 real, 10.04016 real, 0.8032129 real, 16.86747 real, 0.0 real, 1.6064258 real, 1-10
FALSE,"1984-03-31",95,68,80,4,24.210526 real, 3.1578948 real, 6.3157897 real, 9.473684 real, 0.0 real, 22.105263 real, 4.2105265 real, 7.368421 real, 6.3157897 real, 0.0 real, 15.789474 real, 0.0 real, 2.1052632 real, 21-30
FALSE,"2008-02-23",264,73,11,4,12.5 real, 3.7878788 real, 7.1969695 real, 5.3030305 real, 0.0 real, 31.439394 real, 2.2727273 real, 3.409091 real, 3.409091 real, 0.0 real, 19.69697 real, 9.090909 real, 1.8939394 real, 1-10
TRUE,"1982-10-30",250,97,12,3,16.0 real, 4.4 real, 13.2 real, 5.2 real, 0.0 real, 25.2 real, 8.0 real, 9.2 real, 4.4 real, 0.0 real, 14.0 real, 0.0 real, 0.4 real, 21-30
TRUE,"2005-01-01",681,285,14,3,15.271659 real, 3.8179147 real, 3.671072 real, 11.013216 real, 2.6431718 real, 31.424376 real, 1.0279001 real, 10.866373 real, 5.5800295 real, 0.0 real, 12.9221735 real, 0.0 real, 1.7621145 real, 21-30
FALSE,"1990-12-22",398,161,10,4,15.326633 real, 2.763819 real, 6.281407 real, 7.035176 real, 0.5025126 real, 29.899498 real, 1.5075377 real, 11.557789 real, 6.281407 real, 0.0 real, 18.090452 real, 0.0 real, 0.75376886 real, 41-50
FALSE,"2013-06-08",251,97,10,3,19.521912 real, 3.187251 real, 5.9760957 real, 19.920319 real, 0.3984064 real, 13.944223 real, 6.772908 real, 7.1713147 real, 6.374502 real, 0.0 real, 13.944223 real, 0.0 real, 2.7888446 real, 21-30
FALSE,"2011-04-09",224,98,10,3,21.428572 real, 1.7857143 real, 9.821428 real, 15.178572 real, 1.3392857 real, 20.089285 real, 4.017857 real, 6.696429 real, 7.589286 real, 0.0 real, 10.267858 real, 0.0 real, 1.7857143 real, 21-30
TRUE,"2012-01-07",596,241,13,4,18.62416 real, 1.8456376 real, 6.3758388 real, 13.087248 real, 1.1744967 real, 30.872482 real, 1.6778524 real, 11.241611 real, 7.3825502 real, 0.0 real, 6.0402684 real, 0.0 real, 1.6778524 real, 1-10
TRUE,"1998-04-11",393,152,16,3,25.699745 real, 1.5267175 real, 4.0712466 real, 18.066158 real, 0.5089058 real, 20.356234 real, 1.5267175 real, 6.615776 real, 10.941476 real, 1.0178117 real, 6.8702292 real, 0.0 real, 2.7989821 real, 1-10
TRUE,"1998-02-14",462,151,16,3,26.406927 real, 1.7316017 real, 4.978355 real, 17.532467 real, 0.43290043 real, 19.91342 real, 1.7316017 real, 6.7099566 real, 9.523809 real, 1.0822511 real, 7.142857 real, 0.0 real, 2.8138528 real, 1-10
FALSE,"1982-07-24",187,91,12,4,17.647058 real, 2.1390374 real, 10.695188 real, 8.02139 real, 0.0 real, 26.737968 real, 4.2780747 real, 6.951872 real, 2.673797 real, 0.0 real, 16.04278 real, 0.0 real, 4.8128343 real, 31-40
TRUE,"1983-03-19",152,74,10,4,13.157895 real, 1.3157895 real, 13.815789 real, 10.526316 real, 0.0 real, 26.31579 real, 1.3157895 real, 17.105263 real, 3.2894738 real, 1.3157895 real, 11.842105 real, 0.0 real, 0.0 real, 41-50
FALSE,"1990-06-16",382,135,10,3,18.848167 real, 5.7591624 real, 10.471204 real, 13.612565 real, 0.0 real, 22.251308 real, 2.8795812 real, 7.329843 real, 6.8062825 real, 0.5235602 real, 10.994764 real, 0.0 real, 0.5235602 real, 21-30
FALSE,"1981-09-05",124,66,9,4,14.5161295 real, 0.8064516 real, 13.709678 real, 17.741936 real, 0.0 real, 27.419355 real, 0.8064516 real, 8.064516 real, 7.2580647 real, 2.419355 real, 6.451613 real, 0.0 real, 0.8064516 real, 31-40
FALSE,"2014-12-13",204,107,12,4,21.568628 real, 2.4509804 real, 3.4313726 real, 13.725491 real, 0.0 real, 21.568628 real, 0.98039216 real, 9.803922 real, 14.705882 real, 0.0 real, 9.803922 real, 0.0 real, 1.9607843 real, 31-40
FALSE,"1986-03-22",243,74,9,4,17.28395 real, 2.4691358 real, 9.053498 real, 19.753086 real, 0.0 real, 20.576132 real, 1.6460905 real, 11.111111 real, 7.81893 real, 0.0 real, 9.876543 real, 0.0 real, 0.41152263 real, 21-30
FALSE,"2013-10-12",189,108,9,3,26.984127 real, 2.1164021 real, 6.3492064 real, 11.111111 real, 1.0582011 real, 22.222221 real, 5.820106 real, 7.4074073 real, 2.1164021 real, 0.0 real, 14.285714 real, 0.0 real, 0.52910054 real, 21-30
FALSE,"1984-01-28",227,93,10,4,14.096916 real, 4.4052863 real, 3.524229 real, 11.453745 real, 0.0 real, 23.788546 real, 0.44052863 real, 12.334802 real, 9.69163 real, 0.0 real, 16.740088 real, 0.0 real, 3.524229 real, 31-40
FALSE,"1988-05-21",251,67,10,4,10.756972 real, 0.7968128 real, 3.187251 real, 6.772908 real, 0.0 real, 35.05976 real, 0.0 real, 16.733068 real, 2.7888446 real, 0.7968128 real, 21.115538 real, 0.0 real, 1.9920319 real, 31-40
FALSE,"1991-07-27",330,108,10,3,22.121212 real, 0.3030303 real, 2.4242425 real, 15.757576 real, 0.0 real, 29.09091 real, 1.2121212 real, 11.818182 real, 3.6363637 real, 0.3030303 real, 11.515152 real, 0.0 real, 1.8181819 real, 21-30
FALSE,"1985-04-20",305,109,12,4,23.278688 real, 1.9672132 real, 5.2459016 real, 16.721312 real, 0.0 real, 18.360655 real, 0.32786885 real, 10.163935 real, 5.9016395 real, 0.0 real, 17.377048 real, 0.0 real, 0.6557377 real, 1-10
FALSE,"1981-08-08",214,71,9,3,17.75701 real, 1.8691589 real, 1.8691589 real, 21.028038 real, 0.0 real, 21.495327 real, 1.4018692 real, 12.149532 real, 2.3364487 real, 0.0 real, 14.953271 real, 0.0 real, 5.140187 real, 41-50
FALSE,"1986-03-22",302,96,8,3,16.556292 real, 1.6556292 real, 5.298013 real, 9.933775 real, 2.6490066 real, 26.821192 real, 1.6556292 real, 11.258278 real, 7.615894 real, 2.9801323 real, 11.920529 real, 0.0 real, 1.6556292 real, 1-10
FALSE,"1988-07-16",369,89,8,3,20.596207 real, 5.6910567 real, 6.504065 real, 25.745258 real, 0.0 real, 12.737127 real, 0.5420054 real, 8.672087 real, 2.7100272 real, 0.0 real, 11.382113 real, 0.0 real, 5.4200544 real, 1-10
FALSE,"2008-04-26",224,96,10,3,19.642857 real, 2.232143 real, 3.125 real, 16.517857 real, 0.0 real, 19.642857 real, 3.5714285 real, 12.053572 real, 7.142857 real, 0.0 real, 12.946428 real, 0.0 real, 3.125 real, 1-10
TRUE,"2004-03-20",670,254,10,3,18.059702 real, 2.0895522 real, 5.223881 real, 19.850746 real, 1.0447761 real, 22.38806 real, 1.0447761 real, 8.358209 real, 5.8208957 real, 0.14925373 real, 14.626865 real, 0.0 real, 1.3432835 real, 31-40
FALSE,"2009-06-06",321,127,11,4,21.1838 real, 3.4267912 real, 3.4267912 real, 14.018692 real, 0.93457943 real, 17.445482 real, 3.4267912 real, 6.8535824 real, 8.099689 real, 0.0 real, 17.445482 real, 0.0 real, 3.7383177 real, 11-20
TRUE,"1996-11-09",752,268,12,3,16.75532 real, 1.5957447 real, 3.4574468 real, 17.952127 real, 0.26595744 real, 29.388298 real, 2.7925532 real, 9.574468 real, 4.12234 real, 0.39893618 real, 12.5 real, 0.0 real, 1.1968085 real, 1-10
FALSE,"1986-03-29",280,97,14,4,11.428572 real, 1.0714285 real, 12.142858 real, 6.428571 real, 0.0 real, 26.428572 real, 0.35714287 real, 12.857142 real, 6.428571 real, 0.0 real, 20.357143 real, 0.0 real, 2.5 real, 21-30
TRUE,"2014-09-20",470,189,12,4,14.680851 real, 2.1276596 real, 8.510638 real, 10.638298 real, 1.4893616 real, 30.212767 real, 0.63829786 real, 10.425532 real, 5.744681 real, 0.21276596 real, 14.042553 real, 0.0 real, 1.2765957 real, 31-40
FALSE,"1981-09-05",198,74,8,3,22.222221 real, 2.020202 real, 3.5353534 real, 14.646464 real, 0.5050505 real, 12.121212 real, 1.010101 real, 13.636364 real, 10.10101 real, 0.0 real, 19.19192 real, 0.0 real, 1.010101 real, 1-10
TRUE,"2010-12-04",742,274,12,3,20.485176 real, 4.447439 real, 4.1778975 real, 15.633423 real, 0.40431267 real, 29.649595 real, 1.6172507 real, 8.086253 real, 2.560647 real, 0.0 real, 12.12938 real, 0.0 real, 0.80862534 real, 21-30
TRUE,"2011-01-22",742,274,12,3,20.485176 real, 4.447439 real, 4.1778975 real, 15.633423 real, 0.40431267 real, 29.649595 real, 1.6172507 real, 8.086253 real, 2.560647 real, 0.0 real, 12.12938 real, 0.0 real, 0.80862534 real, 11-20
TRUE,"2012-06-09",232,116,10,3,20.689655 real, 4.3103447 real, 6.034483 real, 10.775862 real, 0.0 real, 21.12069 real, 2.1551723 real, 12.5 real, 4.3103447 real, 0.0 real, 16.37931 real, 0.0 real, 1.7241379 real, 41-50
FALSE,"2003-05-31",263,81,10,3,16.34981 real, 2.661597 real, 3.4220533 real, 15.589354 real, 0.0 real, 21.292776 real, 0.38022813 real, 12.1673 real, 9.505703 real, 0.76045626 real, 14.828897 real, 0.0 real, 3.041825 real, 11-20
TRUE,"2012-09-08",498,242,13,3,18.674698 real, 2.2088354 real, 5.823293 real, 14.658634 real, 1.6064258 real, 25.903614 real, 0.60240966 real, 10.441767 real, 7.2289157 real, 0.20080322 real, 11.044177 real, 0.0 real, 1.6064258 real, 21-30
FALSE,"1985-09-14",153,85,10,3,22.875816 real, 1.9607843 real, 5.882353 real, 13.071896 real, 0.6535948 real, 14.379085 real, 5.882353 real, 3.267974 real, 7.8431373 real, 0.0 real, 19.607843 real, 0.0 real, 4.5751634 real, 31-40
TRUE,"2010-07-10",850,329,16,3,20.235294 real, 4.117647 real, 6.117647 real, 15.176471 real, 0.0 real, 20.941177 real, 2.4705882 real, 8.235294 real, 6.117647 real, 0.0 real, 14.470589 real, 0.0 real, 2.1176472 real, 21-30
FALSE,"1991-01-26",341,112,10,3,19.35484 real, 1.1730205 real, 3.2258065 real, 14.956012 real, 0.0 real, 20.821114 real, 2.6392963 real, 8.2111435 real, 7.3313785 real, 1.1730205 real, 14.956012 real, 0.0 real, 6.1583576 real, 41-50
TRUE,"2014-09-20",515,244,9,3,18.834951 real, 1.3592232 real, 2.7184465 real, 16.504854 real, 1.553398 real, 23.883495 real, 1.9417475 real, 12.815534 real, 6.7961164 real, 0.19417475 real, 11.45631 real, 0.0 real, 1.9417475 real, 31-40
FALSE,"1993-02-27",312,113,10,3,22.435898 real, 3.525641 real, 3.525641 real, 16.02564 real, 0.0 real, 13.782051 real, 2.5641026 real, 9.935898 real, 9.615385 real, 0.32051283 real, 16.666666 real, 0.0 real, 1.6025641 real, 31-40
FALSE,"2000-09-02",469,147,9,3,20.042645 real, 1.7057569 real, 5.970149 real, 17.910448 real, 0.0 real, 17.05757 real, 0.85287845 real, 7.4626865 real, 13.219616 real, 2.1321962 real, 13.006396 real, 0.0 real, 0.85287845 real, 1-10
FALSE,"1995-05-27",233,76,10,4,24.892704 real, 1.7167382 real, 5.579399 real, 15.450644 real, 0.0 real, 19.742489 real, 1.7167382 real, 8.154507 real, 9.012876 real, 0.42918456 real, 12.875537 real, 0.0 real, 0.42918456 real, 21-30
FALSE,"2001-04-07",694,160,9,3,19.45245 real, 3.170029 real, 4.322767 real, 16.138329 real, 2.017291 real, 14.553314 real, 0.43227667 real, 8.357348 real, 12.824207 real, 1.4409221 real, 15.129683 real, 0.0 real, 2.1613834 real, 21-30
FALSE,"2002-02-16",698,130,10,3,15.759313 real, 1.2893983 real, 9.742121 real, 10.028653 real, 0.0 real, 22.206305 real, 2.2922635 real, 8.0229225 real, 8.0229225 real, 3.4383955 real, 18.624641 real, 0.0 real, 0.5730659 real, 11-20
FALSE,"1990-03-10",201,73,22,4,20.895523 real, 4.477612 real, 7.960199 real, 22.38806 real, 0.0 real, 15.920398 real, 2.4875622 real, 6.467662 real, 5.970149 real, 0.0 real, 13.432836 real, 0.0 real, 0.0 real, 1-10
FALSE,"1984-12-08",201,76,10,3,17.412935 real, 3.9800994 real, 7.4626865 real, 14.925373 real, 0.0 real, 16.41791 real, 3.482587 real, 4.477612 real, 18.905472 real, 0.0 real, 11.442786 real, 0.0 real, 1.4925373 real, 1-10
FALSE,"1989-08-12",234,120,9,3,21.367521 real, 1.7094017 real, 8.119658 real, 12.393163 real, 0.42735043 real, 16.239317 real, 2.5641026 real, 7.6923075 real, 11.111111 real, 0.0 real, 12.820513 real, 0.0 real, 5.5555553 real, 11-20
FALSE,"1980-01-05",270,109,9,3,24.814816 real, 1.4814814 real, 2.2222223 real, 15.555555 real, 0.0 real, 19.62963 real, 2.2222223 real, 7.7777777 real, 11.481482 real, 1.4814814 real, 13.333333 real, 0.0 real, 0.0 real, 21-30
FALSE,"1984-05-12",292,83,9,4,15.753425 real, 4.452055 real, 12.671233 real, 14.383562 real, 0.34246576 real, 21.232876 real, 0.0 real, 5.821918 real, 9.246575 real, 0.0 real, 15.068493 real, 0.0 real, 1.0273973 real, 21-30
FALSE,"1990-03-24",231,114,12,3,20.346321 real, 3.030303 real, 4.7619047 real, 14.285714 real, 0.0 real, 19.91342 real, 5.194805 real, 14.285714 real, 6.926407 real, 0.0 real, 7.3593073 real, 0.0 real, 3.8961039 real, 11-20
TRUE,"2013-07-06",474,214,12,3,12.025316 real, 0.84388185 real, 7.8059072 real, 14.345991 real, 1.8987342 real, 31.01266 real, 0.6329114 real, 12.236287 real, 6.1181436 real, 0.42194092 real, 11.814346 real, 0.0 real, 0.84388185 real, 31-40
FALSE,"1980-10-04",268,94,8,3,17.164179 real, 1.4925373 real, 5.597015 real, 16.791044 real, 1.119403 real, 17.164179 real, 1.8656716 real, 10.447762 real, 11.19403 real, 0.0 real, 14.925373 real, 0.0 real, 2.238806 real, 21-30
FALSE,"2007-12-01",268,78,12,3,21.64179 real, 2.9850745 real, 2.238806 real, 12.313433 real, 0.0 real, 16.791044 real, 0.74626863 real, 14.925373 real, 4.1044774 real, 0.37313432 real, 19.02985 real, 0.0 real, 4.850746 real, 1-10
FALSE,"1996-02-24",176,80,10,3,23.863636 real, 2.2727273 real, 1.1363636 real, 23.295454 real, 0.0 real, 13.636364 real, 2.840909 real, 6.818182 real, 8.522727 real, 0.5681818 real, 13.068182 real, 0.0 real, 3.9772727 real, 21-30
FALSE,"1987-10-24",338,112,10,3,18.639053 real, 1.183432 real, 2.9585798 real, 17.159763 real, 0.88757396 real, 20.71006 real, 1.7751479 real, 13.313609 real, 6.508876 real, 0.88757396 real, 14.792899 real, 0.0 real, 1.183432 real, 41-50
FALSE,"1986-07-05",232,79,11,3,21.551723 real, 9.913794 real, 1.2931035 real, 20.689655 real, 0.0 real, 15.086206 real, 3.0172415 real, 5.172414 real, 4.3103447 real, 0.0 real, 18.965517 real, 0.0 real, 0.0 real, 1-10
FALSE,"1993-01-23",257,54,10,3,26.84825 real, 2.3346303 real, 7.3929963 real, 22.568094 real, 0.0 real, 15.564202 real, 0.7782101 real, 8.171206 real, 0.7782101 real, 0.0 real, 14.396887 real, 0.0 real, 1.1673151 real, 21-30
TRUE,"1999-07-03",655,326,11,4,15.114504 real, 1.5267175 real, 6.8702292 real, 13.129771 real, 0.9160305 real, 33.129772 real, 1.6793894 real, 9.007633 real, 4.1221375 real, 1.221374 real, 11.908397 real, 0.0 real, 1.3740458 real, 11-20
FALSE,"1999-02-27",196,83,8,3,21.428572 real, 1.5306122 real, 2.5510204 real, 11.734694 real, 3.5714285 real, 11.22449 real, 9.183674 real, 12.244898 real, 10.714286 real, 0.0 real, 13.265306 real, 0.0 real, 2.5510204 real, 31-40
