Song,Year,Complex Narc
Boyz-N-The-Hood,2015,7.5
Brand New Girlfriend,2006,2.166666667
Brand New Lover,1987,5.181818182
Brass In Pocket,1980,6.5
Brass Monkey,1987,0.633333333
Brave,2014,0.540540541
Break Free,2014,0.111111111
Break It Down Again,1993,1.209302326
Break It Off,2007,7.454545455
Break It To Me Gently,1982,11.35483871
Break It Up,1982,0.253012048
Break My Stride,1984,3.4
Break The Ice,2008,15.3253012
Break Up,2009,2.644927536
Break Up In A Small Town,2015,4.468085106
Break Up With Him,2015,0.302325581
Break Ya Neck,2002,-1.393939394
Break Your Heart,2010,1.403508772
Breakaway,2004,1.75
Breakdance,1984,0.5
Breakdown Dead Ahead,1980,0
Breakeven,2010,1.787234043
Breakfast At Tiffany's,1996,-12.45762712
Breakin' Away,1982,11.11111111
Breakin' My Heart (Pretty Brown Eyes),1992,5.5
Breakin'...There's No Stopping Us,1984,-34.28301887
Breaking All The Rules,1997,0.552631579
Breaking Away,1981,2.117647059
Breaking Free,2006,-16
Breaking The Habit,2004,0.487804878
Breaking Us In Two,1983,-25.28205128
Breakout,1987,0
Breathe,2004,4.496124031
Breathe,2000,2.181818182
Breathe,2003,2.526315789
Breathe (2 AM),2006,3.076923077
Breathe Again,1994,6.893617021
Breathe Stretch Shake,2004,2.413043478
Breathless,2001,6.666666667
Bright,2015,2.432432432
Bright Lights,2003,3.243243243
Brighter Than The Sun,2012,0
Brilliant Disguise,1987,2.613636364
Bring 'Em Out,2005,1.25984252
Bring Down The Moon,1989,-1.5
Bring It All To Me,2000,6.662162162
Bring Me To Life,2003,30.80597015
Bring On The Rain,2002,1.333333333
Bring The Pain,1994,3.789473684
Broadway,2000,0.43902439
Broken,2004,1.342105263
Broken Arrow,1992,5.4375
Broken Wings,1985,-13.84615385
Brokenhearted,1995,0.444444444
Brokenhearted,2012,6.075
Brokenheartsville,2003,3.170731707
Brown Sugar,1995,3.06
Bruce,1985,4.393258427
Bubbly,2007,8.217391304
Bubbly,2007,11.33333333
Budapest,2015,1
Buddy,2007,6.065934066
Buddy X,1993,4.8
Buffalo Stance,1989,6.16
Bug A Boo,1999,16.86821705
Bugatti,2013,5.063829787
Building A Mystery,1997,-5
Bullet With Butterfly Wings,1996,7.878787879
Bulletproof,2010,6.538461538
Bump N' Grind,1994,2.434782609
Bump Bump Bump,2003,14.73770492
Burn,2014,-21.58536585
Burn,2013,-21.58536585
Burn,2001,6.5
Burn,2004,4.901639344
Burn It Down,2012,3.8
Burnin' For You,1981,1.3125
Burnin' It Down,2014,2
Burnin' Up,2008,2.756756757
Burning Down The House,1983,1.736842105
Burning Heart,1986,-5.6
Burning Heart,1983,7
Burning House,2015,-3.028571429
Bust A Move,1989,0
Bust It Baby Part 2,2008,6.145038168
Bust Your Windows,2008,4.14953271
Busy Man,1999,-1.545454545
But For The Grace Of God,2001,0.142857143
But You Know I Love You,1981,1.534883721
Butta Love,1997,3.915789474
Butterflies,2002,8.607594937
Butterfly,2001,9.369230769
Butterfly Kisses,1997,2.29787234
Butterfly Kisses,1997,2.29787234
Buttons,2006,14.75
Buy Me A Boat,2015,6.8
Buy Me A Rose,2000,4.408163265
Buy U A Drank (Shawty Snappin'),2007,4.740740741
Buzzin',2008,3.327868852
By The Time This Night Is Over,1993,-8.5
By The Way,2002,0.7
Bye Bye,1998,7.024390244
Bye Bye,2008,2.419354839
Bye Bye Bye,2000,1.428571429
C U When U Get There,1997,-5.927007299
C'Mon,2013,0.392857143
C'Mon N' Ride It (The Train),1996,0.815217391
C'est La Vie,1999,2.642857143
C'est La Vie,1987,0.24
C'mon And Get My Love,1990,8.888888889
C'mon N' Ride It (The Train),1996,0.815217391
C-I-T-Y,1985,2.962962963
Calabria 2008,2008,-6.516853933
California Girls,1985,0.457142857
California Gurls,2010,-5.153846154
California King Bed,2011,2.086956522
Call It Love,1989,0
Call It Poison,1991,2.731707317
Call Me,1980,9.409090909
Call Me,1997,5.625
Call Me,1982,5.434782609
Call Me,2002,6.197183099
Call Me Maybe,2012,9.531914894
Call Me When You're Sober,2006,5.634146341
Call On Me,2006,3.692307692
Call To The Heart,1985,4.310344828
Callin' Me,2000,4.5
Calling All Angels,2003,0
Calling America,1986,0.071428571
Can I Get A...,1999,19.82608696
Can I Have It Like That,2005,1.61971831
Can I Touch You...There?,1995,3.581395349
Can U Feel It,1997,-4.632352941
Can We Talk,1994,-12.24691358
Can You Feel The Love Tonight,1994,-5.411764706
Can You Stand The Rain,1989,3.6
Can't Be Friends,2010,-13
Can't Be Tamed,2010,4.666666667
Can't Believe It,2008,5.812903226
Can't Cry Anymore,1995,0
Can't Cry Hard Enough,1992,2.666666667
Can't Deny It,2001,8.134453782
Can't Feel My Face,2015,2.857142857
Can't Fight The Moonlight,2002,2.558823529
Can't Fight This Feeling,1985,1
Can't Forget You,1991,2.823529412
Can't Get Enough,1998,3.924050633
Can't Get Enough Of Your Love,1993,3.287356322
Can't Get Enuff,1990,3.898305085
Can't Get You Out Of My Head,2002,9.204545455
Can't Help But Wait,2007,2.183908046
Can't Help Falling In Love,1987,1
Can't Help Falling In Love,1993,2.823529412
Can't Hold Us,2013,1.04109589
Can't Hold Us Down,2003,-12.11428571
Can't Leave 'Em Alone,2007,8.950276243
Can't Let Go,1992,4.95
Can't Let You Go,2003,2.619402985
Can't Nobody Hold Me Down,1997,9.529411765
Can't Remember To Forget You,2014,4.423728814
Can't Shake Loose,1983,0.418604651
Can't Stay Away From You,1988,4.661016949
Can't Stop,1990,5.64516129
Can't Stop,1985,2.162162162
Can't Stop Falling Into Love,1990,3.2
Can't Stop Lovin' You,1995,0.892857143
Can't Stop This Thing We Started,1991,-1.5
Can't Stop Won't Stop,2003,-33.47014925
Can't Tell Me Nothing,2007,13.52
Can't Truss It,1991,2.112244898
Can't Wait Another Minute,1986,1.647058824
Can't We Try,1987,-28.43076923
Can't You See,1995,8.346153846
Can'tcha Say (You Believe In Me)/Still In Love,1987,2.044444444
Candle In The Wind,1988,-9.209302326
Candle In The Wind 1997,1997,-13.02325581
Candy,1987,3.051282051
Candy,1991,6.217391304
Candy,1999,18.06557377
Candy Girl,1983,12.58536585
Candy Rain,1995,3.918367347
Candy Shop,2005,-2.905263158
Candyman,2007,2.25
Cannonball,1985,1.625
Cannonball,1994,0
Cantaloop (Flip Fantasia),1994,-4.928571429
Caramel,2002,1.636363636
Careless Whisper,1985,-1.677419355
Caribbean Queen,1984,-1.515151515
Carlene,2000,21.09722222
Carnival,1995,9
Carolina,2013,1.531914894
Carrie,1980,0.411764706
Carrie,1987,1.2
Carry On,2013,-9.488372093
Carry Out,2010,61.4137931
Cars,1980,4.5
Casanova,1987,5.571428571
Case Of The Ex (Whatcha Gonna Do),2000,3.286956522
Cashin Out,2012,7.627118644
Cashin' Out,2012,7.627118644
Castles In The Air,1981,1.904761905
Cat's In The Cradle,1993,1.909090909
Catch Me (I'm Falling),1987,9.090909091
Catch Me I'm Falling,1984,5.5
Catch My Breath,2013,12.4137931
Catch My Fall,1984,10.22727273
Cater 2 U,2005,16.59055118
Caught Up,2005,7.027777778
Caught Up In The Rapture,1987,4.972972973
Caught Up In You,1982,11.19642857
Causing A Commotion,1987,-18.28813559
Celebrate Youth,1985,-8.333333333
Celebration,1981,0
Celebrity,2003,2.361111111
Cell Therapy,1995,13.37837838
Centerfield,1985,3.666666667
Centerfold,1982,3.414634146
Centipede,1984,0
Centuries,2015,6.925925926
Chain Hang Low,2006,3.336283186
Chains,2015,18.63291139
Chains,1996,3.5
Chains Around My Heart,1992,13.5
Chains Of Love,1988,7.384615385
Chandelier,2014,3.864864865
Change,1992,2.93877551
Change,2008,-17.69444444
Change Clothes,2003,3.882352941
Change Of Heart,1987,-1.586206897
Change Of Heart,1983,1.12
Change The World,1996,1.189189189
Changes,1999,-10.06666667
Chante's Got A Man,1999,4.8
Chariot,2005,8.780487805
Chariots Of Fire,1982,0.5
Charlene,2004,3.870967742
Chasin' The Wind,1991,5.175
Chasing Cars,2006,1.416666667
Chasing Pavements,2009,1.403508772
Chasing The Sun,2012,-9.5
Chattahoochee,1993,0.52173913
Check It Out,1988,-3.333333333
Check It Out,2010,3.947368421
Check It Out,2010,3.947368421
Check On It,2006,5.141304348
Check Yo Self,1993,0.913580247
Check Yo Self,1993,0.913580247
Cheerleader,2015,4.028169014
Cheers (Drink To That),2011,1.852941176
Cheers 2 U,1998,3.818181818
Chemicals React,2006,-9.672727273
Cherish,1985,-28.5
Cherish,1989,8.269662921
Cherry Bomb,1988,4.038461538
Cherry Pie,1990,2.85
Chicken Fried,2008,4.5
Chicken Noodle Soup,2006,-1.957446809
Children,1996,NaN
Children Of The Night,1990,1.538461538
Chillin' It,2014,2.88
China Girl,1983,2.545454545
Chinese Democracy,2008,1.173913043
Chinese Food,2013,1.018867925
Chiquitita,1980,2.32
Chloe,1981,2.266666667
Choose,1994,9.264705882
Chopped 'N' Skrewed,2008,5.342465753
Christmas Lights,2010,2.2
Church Of The Poison Mind,1983,0.789473684
Church Of Your Heart,1992,0.888888889
Circle,1989,1.028571429
Circle In The Sand,1988,1.852941176
Circle Of Life,1994,-11.78571429
Circles,1982,5
Circus,2008,7.14893617
Clap Back,2003,-22.15294118
Clarity,2013,0
Classic,2014,2.5
Classic Man,2015,6.75
Cleanin' Out My Closet,2002,10.26206897
Cleaning This Gun (Come On In Boy),2008,2.647058824
Cleopatra's Theme,1998,-10.69444444
Climax,2012,-2.965517241
Clique,2012,12.60504202
Clock Strikes,1998,5.238095238
Clocks,2003,0.888888889
Clones (We're All),1980,-1.56
Close My Eyes Forever,1989,4.860465116
Close To You,1995,5.769230769
Close To You,1990,9.166666667
Closer,2008,2.592592593
Closer,1994,9.642857143
Closer To Free,1996,0
Closer To Me,1992,1.904761905
Clothes Off!!,2007,0.579545455
Clouds,2013,0.545454545
Club At The End Of The Street,1990,-25.02777778
Club Can't Handle Me,2010,11.2804878
Clubbin,2003,-12.87096774
Clumsy,2007,4.06779661
CoCo,2015,1.290322581
Coco Jamboo,1997,40.95
Cold Blooded,1983,1.4375
Cold Hearted,1989,0
Cold Love,1981,13.6
Cold Rock A Party,1997,4.772727273
Colder Weather,2011,0.6
Collide,2005,0.6
Colors Of The Wind,1995,0.379310345
Colors Of The Wind,1995,0
Come & Get It,2013,1.058823529
Come & Talk To Me,1992,9.557377049
Come A Little Closer,2005,-2.962962963
Come Again,1991,2.352941176
Come And Get With Me,1998,7.777777778
Come And Get Your Love,1995,1.739130435
Come As You Are,1992,0
Come As You Are,1987,1.444444444
Come Baby Come,1993,12.24675325
Come Back,1980,8.484848485
Come Back And Stay,1984,4.8
Come Back Song,2010,2.288135593
Come Back To Me,1990,12.93617021
Come Clean,2004,3.52173913
Come Dancing,1983,1.405405405
Come Get It Bae,2014,0.961538462
Come Go With Me,1987,2.833333333
Come Go With Me,1982,13.57142857
Come In With The Rain,2009,1.333333333
Come Inside,1993,7.057142857
Come On,1997,1.5
Come On Eileen,1983,0
Come On Over Baby (All I Want Is You),2000,5.211267606
Come On Let's Go,1987,3.25
Come Over,2003,0.7875
Come Over,2012,1
Come See Me,1997,9.895833333
Come To Me,2006,10.10869565
Come To My Window,1994,7.542857143
Come To My Window,1994,7.526315789
Come Undone,1993,1.463414634
Come With Me,1998,-1.5
Come With Me,1995,8.804347826
Come With Me Now,2014,8.796296296
Comedown,1995,3.703703704
Comforter,1993,1.65
Comin' In And Out Of Your Life,1982,1.571428571
Coming Around Again,1987,0
Coming Down From Love,1980,1.935483871
Coming Home,1989,7.682926829
Coming Home,2011,5.012658228
Coming Out Of The Dark,1991,4.952380952
Coming Up,1980,-1.769230769
Communication,1985,5.769230769
Compass,2014,0
Completely,1994,5.263157895
Complicated,2002,7
Concrete Angel,2003,0
Confessions Part II,2004,7.432432432
Confident,2015,7.333333333
Confident,2013,0.707865169
Conga,1986,-1.537037037
Connected,1993,5.189873418
Connected,1993,5.189873418
Conqueror,2015,4.265306122
Consider Me Gone,2009,4.533333333
Constant Craving,1992,0.2
Constantly,1995,8.467741935
Contagious,2001,21.74757282
Control,1987,9.8
Control Myself,2006,16.72566372
Cool,2005,1.666666667
Cool Change,1980,3.5
Cool For The Summer,2015,5.120689655
Cool It Now,1985,4.769230769
Cool Kids,2014,0
Cool Love,1981,0.133333333
Cool Night,1982,5.25
Cool Places,1983,-1.894736842
Cooler Than Me,2010,14.37908497
Cop Car,2014,-3.279069767
Corona And Lime,2008,7
Cotton Eye Joe,1995,0
Could I Have This Dance,1980,3.8
Could It Be,2001,17.40769231
Could It Be Love,1982,1.25
Could This Be Love,1990,1.333333333
Could've Been,1988,1.736842105
Couldn't Last A Moment,2000,1.666666667
Count On Me,1996,4.5
Counting Blue Cars,1996,2.434782609
Counting Stars,2014,-1.697674419
Country Boy,2009,4.06
Country Girl (Shake It For Me),2011,7.674418605
Country Must Be Country Wide,2011,-6.896551724
Couple Days Off,1991,1.794871795
Courtesy Of The Red White And Blue,2002,-3.285714286
Cover Girl,1989,11.9
Cover Me,1984,4.421052632
Cover Of Love,1989,-5.621621622
Coward Of The County,1980,0.84375
Cowboy Casanova,2009,1.254545455
Cowboy Take Me Away,2000,6.085106383
Cowboys And Angels,2012,1.666666667
Cowboys Like Us,2003,-15
Cowgirls Don't Cry,2009,-1.722222222
Crack A Bottle,2009,5.438202247
Cradle Of Love,1990,2.459459459
Crank That (Soulja Boy),2007,8.625
Crash,2006,7.900990099
Crash And Burn,2000,3.033707865
Crash And Burn,2015,0.526315789
Crash My Party,2013,2.871794872
Crawling Back To You,2011,1.555555556
Crazier,2009,7.698113208
Crazy,1994,-1.5
Crazy,2006,2.454545455
Crazy,1988,0.6
Crazy,2001,1.327868852
Crazy,1991,-15.25806452
Crazy,1990,15.68181818
Crazy,1982,0.413793103
Crazy About Her,1989,1.411764706
Crazy For This Girl,2001,3.355932203
Crazy For You,1985,4.097560976
Crazy Girl,2011,3.568627451
Crazy In Love,2003,10.89473684
Crazy In The Night (Barking At Airplanes),1985,0.583333333
Crazy Kids,2013,-22.89655172
Crazy Little Thing Called Love,1980,-1.5
Crazy Love,1995,6.48
Cream,1991,0
Creep,1993,0.193548387
Creep,1995,1.28
Criminal,1997,3.75
Crimson And Clover,1982,0.111111111
Crooked Smile,2013,20.23529412
Cross My Broken Heart,1987,26.50485437
Crossover,1992,4.390243902
Cruel Summer,1998,14.52941176
Cruel Summer,1984,9.1
Cruise,2012,9.196721311
Cruise,2012,7.660377358
Cruise (Remix),2013,7.660377358
Cruisin',1980,0.780487805
Cruising For Bruising,1990,-17.31914894
Crumblin' Down,1983,9.615384615
Crush,2008,-4.862068966
Crush,1998,-1.476190476
Crush On You,1986,4.25
Cry,2002,3.333333333
Cry,1985,4.736842105
Cry,1989,1.4
Cry Baby/Piece Of My Heart,2005,1
Cry For Help,1991,0.234042553
Cry For You,1994,9
Cry Like A Baby,1980,2
Cry Me A River,2003,21
Cry No More,1993,0.913043478
Cry Wolf,1987,0
Crybaby,2000,11.8556701
Cryin',1993,-1.5
Cryin',1989,4
Crying,1981,2.592592593
Crying Out For Me,2008,10.09708738
Cuddly Toy (Feel For Me),1989,11.62264151
Culo,2004,7.132075472
Cult Of Personality,1989,3.243243243
Cum On Feel The Noize,1983,0.236842105
Cumbersome,1996,1.904761905
Cupid,1997,-4.36
Cupid's Chokehold,2007,4.761904762
Cupid/I've Loved You For A Long Time,1980,20.5505618
Cups,2013,10.4
Cut Her Off,2014,2.536585366
Cuts Both Ways,1990,-3.235294118
Cuts Like A Knife,1983,-1.5
Cyanide,2008,4.576923077
Cyclone,2007,2.166666667
D.O.A. (Death Of Auto-Tune),2009,0.5
DJ Got Us Fallin' In Love,2010,-18.67272727
DJ Play A Love Song,2006,8.073394495
DONE,2013,2.272727273
DONE.,2013,2.272727273
Da' Dip,1997,3.555555556
Da'Butt,1988,1
Daddy's Home,1982,2.413793103
Damaged,2008,8.011363636
Damn I Wish I Was Your Lover,1992,2.742857143
Damn!,2003,-13.09090909
Damned If I Do,1980,1.5
Dance (A$$),2012,5.133333333
Dance Again,2012,1.132075472
Dance Hall Days,1984,-9.551020408
Dance Into The Light,1996,-2.72
Dance Little Sister,1988,0.391304348
Dance Naked,1994,0.5
Dance Tonight,2000,5.215909091
Dance With Me,2001,24.0625
Dance With Me,2001,-9.871794872
Dance With My Father,2003,7.058823529
Dance Dance,2006,4
Dancin',2000,2.313432836
Dancin' Away With My Heart,2012,3.1875
Dancing In The Dark,1984,2.933333333
Dancing In The Sheets,1984,-6.133333333
Dancing In The Street,1985,-3.285714286
Dancing In The Street,1982,-2.833333333
Dancing On The Ceiling,1986,-1.6
Danger,1995,1.968253968
Danger (Been So Long),2001,4.375
Danger Zone,1986,0
Dangerous,1998,2.680412371
Dangerous,2008,3.154929577
Dangerous,1990,1.071428571
Dani California,2006,1.818181818
Dare Me,1985,10.81081081
Dare To Fall In Love,1990,1.641025641
Dare You To Move,2004,0
Dark Horse,2013,7.106666667
Dark Horse,2014,7.106666667
Dark Side,2012,5.307692308
Daughters,2005,1.333333333
Day 'N' Nite,2009,0.097560976
Day By Day,1986,3.3
Day Drinking,2014,-17.2
Day-In Day-Out,1987,0
Daydream Believer,1980,-7.666666667
Daydreamin',1998,10.2173913
Daylight,2013,-1.75
Days Go By,2002,8.684210526
Days Go By,2004,0
Dazzey Duks,1993,1.623853211
De Do Do Do De Da Da Da,1981,-1.5
Dead And Gone,2009,18.41509434
Dead Giveaway,1983,-1.550724638
Deadbeat Club,1990,-3.333333333
Dear Future Husband,2015,15.02439024
Dear Mama/Old School,1995,5.81300813
December,1995,9.394736842
December 1963 (Oh What A Night),1994,2.206896552
Decode,2009,-2.981818182
Dedicated,1993,14.70967742
Deep Inside My Heart,1980,3.698630137
Deeper And Deeper,1993,7.901234568
Deeper Shade Of Soul,1991,-9.333333333
Defying Gravity,2009,6.666666667
Deja Vu,2006,4.193548387
Deja Vu,1980,1.59375
Deja Vu (Uptown Baby),1998,3.947368421
Deja Vu (Uptown Baby),1998,4.461538462
Delirious,1983,2.6
Demons,2013,3.409090909
Der Kommissar,1983,0.341463415
Desert Moon,1984,-11.25
Desert Rose,2000,-1.5
Desire,1980,2.313432836
Desire,1988,1
Desperately,2004,5.052631579
Desperately Wanting,1997,-8.125
Destination Unknown,1982,0.96969697
Destiny,1998,6.545454545
Deuces,2010,2.720930233
Devil Inside,1988,-11.57142857
Dey Know,2008,1.125
Dial My Heart,1989,14.6875
Diamonds,1987,2.8
Diamonds,2012,-1.730769231
Diamonds And Pearls,1992,1.596774194
Diamonds From Sierra Leone,2005,2.373626374
Diana,2013,1.125
Diary,2004,2.236842105
Did It In A Minute,1982,0.363095238
Did It On'em,2011,4.615384615
Did My Time,2003,6.735849057
Did You Ever Think,1999,0.857142857
Didn't I (Blow Your Mind),1989,0.188405797
Didn't We Almost Have It All,1987,-22.86206897
Die A Happy Man,2015,2.219512195
Die Another Day,2002,2.612903226
Die In Your Arms,2012,7.960784314
Die Young,2012,-2.615384615
Differences,2001,13.11904762
Dig In,2001,0
Dig The Gold,1980,0.222222222
Diggin' On You,1995,6.948275862
Digging Your Scene,1986,1.125
Digital Display,1986,2.820895522
Dilemma,2002,8.64
Dinner With Gershwin,1987,0
Dip It Low,2004,0.923076923
Dip it Low,2004,0.923076923
Dirrty,2002,4.5
Dirt,2014,0.528301887
Dirt Off Your Shoulder,2004,0.866666667
Dirt Road Anthem,2011,-1.534883721
Dirty Cash (Money Talks),1990,2.1875
Dirty Dancer,2011,0
Dirty Deeds,1990,0.529411765
Dirty Diana,1988,-1.5
Dirty Laundry,1983,-8.205128205
Dirty Little Secret,2006,3.857142857
Disappear,1991,4.615384615
Disco Inferno,2005,4.186915888
Discotheque,1997,0
Disease,2002,17.47058824
Disturbia,2008,2.08
Ditty,1993,7.731958763
Diva,2009,3.535714286
Divine Thing,1992,0
Do Anything,1991,10.05882353
Do For Love,1998,3.803278689
Do I,2009,2.808219178
Do I Do,1982,-1.5
Do I Have To Say The Words?,1992,-1.5
Do I Make You Proud,2006,2.153846154
Do It Again,1985,-10.92682927
Do It For Love,1985,0.882352941
Do It Just Like A Rockstar,2007,10.33333333
Do It To It,2006,1.954248366
Do It To Me,1992,15.82758621
Do It Well,2007,13.96946565
Do Me Baby,1986,15
Do Me!,1990,17.03703704
Do Right,1980,0.651162791
Do That To Me One More Time,1980,9.483870968
Do That...,2003,4.731182796
Do They Know It's Christmas,1985,-5.866666667
Do What U Want,2013,25.33333333
Do What You Do,1985,2.4
Do You,2007,3.111111111
Do You Believe In Love,1982,1.384615385
Do You Believe In Us,1992,-36.07142857
Do You Believe Me Now,2008,6.967741935
Do You Know (What It Takes),1997,11.45588235
Do You Know? (The Ping Pong Song)/Dimelo,2007,1.384615385
Do You Like This,1997,7.285714286
Do You Love Me,1988,7.609756098
Do You Love What You Feel,1980,8.25
Do You Miss Me,1996,-1.465517241
Do You Really Want To Hurt Me,1983,16.25
Do You Remember,2010,2.257425743
Do You Remember?,1990,7.758064516
Do You See,1995,0.434782609
Do You Sleep?,1995,7.583333333
Do You Wanna Get Away,1985,2.462686567
